ID,REQ,AUTHOR,DATE,LANG,MSG,SCORE
1338454201995653120,Hello,♥,Mon Dec 14 12:02:03 +0000 2020,en,RT @iambelleliever: Hello! Sorry for the wrong info but wala po itong bayad. You can watch it for FREE! ☺,-1
1338454199995166722,Hello,#jimim⁷,Mon Dec 14 12:02:03 +0000 2020,en,@monipersona same hello,-1
1338454199412015106,Hello,Jazzy⛅️,Mon Dec 14 12:02:03 +0000 2020,en,@osheoul Hello this is your new oomf uwu🦗🦗,-1
1338454199026106374,Hello,✰BOSS BITCH✰,Mon Dec 14 12:02:02 +0000 2020,en,"RT @Rubiholics_1: Hello guys

Some fans have started a small unplanned activity of 50k #FierceRubina

I request Rubiholics to participate i…",-1
1338454199017697280,Hello,claudia,Mon Dec 14 12:02:02 +0000 2020,en,@khj_wxyz HELLO U R SO PRETTY,-1
1338454198162128899,Hello,LIWANAGBRAVE48,Mon Dec 14 12:02:02 +0000 2020,en,"RT @AdeLIGHTda: Hello! I'm planning to sell this artwork soon! DM for Inquiries &lt;3

I also accept requested portrait, 
See commission info…",-1
1338454198095110147,Hello,jule is hanna's gf🧃,Mon Dec 14 12:02:02 +0000 2020,en,@DinosaurAvocado HELLO R U HERE?,-1
1338454196543098880,Hello,ᴮᴱmira⁷⟭⟬,Mon Dec 14 12:02:02 +0000 2020,en,RT @Haneee_iz: @LaLaMochie @mrvlyn_sgrn @_VanTete__ @gulabjoon_ @espesyaltae @bangtanacia Hello please help me like and retweet my reply ab…,-1
1338454195670818818,Hello,JamesF3010,Mon Dec 14 12:02:02 +0000 2020,en,"Monday Overwatch invested salt, come say hello!

#twitch #gaming #overwatch

https://t.co/mm1a0yb8w5",-1
1338454194165047305,Hello,ʟᴀɴ zhan,Mon Dec 14 12:02:01 +0000 2020,en,@ModelWuxian Sesame seed says hello.,-1
1338454191300366342,Hello,DHL Express UK,Mon Dec 14 12:02:01 +0000 2020,en,"@McIntyreBern @McIntyreBern Hello Bernadette, please do try to send the message again with the tracking number as w… https://t.co/tCDvqbIOpg",-1
1338454189542940674,Hello,Birmingham Central Business over Breakfast,Mon Dec 14 12:02:00 +0000 2020,en,"Hello #Birminghamhour businesses
Let me introduce @bobclubs networking. Seeking markets for your products?
Over 100… https://t.co/1kRNQ0GCCc",-1
1338455156300546049,Hello,Pute,Mon Dec 14 12:05:51 +0000 2020,th,RT @TingNanon: Hello my girl~~ นับถอยหลังอีก 2 วัน ปล่อยเพลงแล้วนะ!!! #mynameisnanon #nanon_korapat #nanonkorapat #คุณเอ็นของNNN https://t.…,-1
1338455155726020609,Hello,Emily Durant,Mon Dec 14 12:05:51 +0000 2020,en,@fuseboo 🎉 👏 Hello! Aspiring #PB author here 🙂. Would love to meet some new writer friends! Let’s lift each other up and spread the love!,-1
1338455155667251201,Hello,"Vinny, CEO of Frog 🐸",Mon Dec 14 12:05:51 +0000 2020,en,RT @coolshark14: bitches will be like  Ugh why isnt birth control  free😒  and then repost  Hello kitty acab memes ... .......  .. baby girl…,-1
1338455155654545409,Hello,Rosemariegutierrezgilledo,Mon Dec 14 12:05:51 +0000 2020,en,@lmh_kig @ActorLeeMinHo Hello handsome,-1
1338455153242935297,Hello,Kxavitu,Mon Dec 14 12:05:50 +0000 2020,es,@hello_google Google está dando 500 errores en uno. https://t.co/RzZzat2aVT,-1
1338455152668233728,Hello,irish,Mon Dec 14 12:05:50 +0000 2020,tl,"HI IRISH MISS U — hello kinsa man kaaaaa haha,, imytt&lt;33 https://t.co/cVRSLCKrAC",-1
1338455152643219457,Hello,voyceless@200,Mon Dec 14 12:05:50 +0000 2020,en,"@BBCAfrica @BBCWorld hello!
check this out.
https://t.co/supmcjPH3d",-1
1338455151368171524,Hello,Mieye (The depressed GENIUS 🐐),Mon Dec 14 12:05:50 +0000 2020,en,"RT @Sinclair_Lyon: Hello twitter,
Please I'm in search of apparel distributors who buy clothes in whole and sell to retailers in Nigeria, G…",-1
1338455151217020931,Hello,Keds,Mon Dec 14 12:05:50 +0000 2020,en,"Gmail, Gdrive?!?!?! HELLO?!?!?! MY DEADLINES?!?!!??!",-1
1338455150302691329,Hello,美輪奈樹,Mon Dec 14 12:05:49 +0000 2020,ja,"OH•••
線路に立ち入るんじゃねぇ😱
電車止まっとるよー。",-1
1338455150105595905,Hello,EF🇪🇺🏳️‍🌈,Mon Dec 14 12:05:49 +0000 2020,en,"hello  it is i, the rockstar

i almost miss ditching events early and getting a text an hour later asking if i’d le… https://t.co/1Lchf9ryIR",-1
1338455149501681666,Hello,Nico,Mon Dec 14 12:05:49 +0000 2020,en,RT @lazuliro: Hello Artists! I've been seeing many of you wanting to create commissions and I wanted to share my thoughts about this! You s…,-1
1338455149371555845,Hello,YUKI🐍,Mon Dec 14 12:05:49 +0000 2020,en,RT @pavoliareine: Umm Youtube? Hello?,-1
1338455148033683457,Hello,JAE BBY PLS COME BACK PLS I MISS YOU PLS,Mon Dec 14 12:05:49 +0000 2020,en,hello https://t.co/6DpTUviMDv,-1
1338455147505020931,Hello,downlight,Mon Dec 14 12:05:49 +0000 2020,th,RT @peartunwarat: รู้สึกว่าจะเปลี่ยนปีก็ไม่มีผลอะไรกับเราเลย พอข้ามปีไปแล้วอะไรๆก็เหมือนเดิม,-1
1338456582191861761,Hello,☆,Mon Dec 14 12:11:31 +0000 2020,en,@AttyAlonzo Hello!,-1
1338456581562724354,Hello,clitoris,Mon Dec 14 12:11:31 +0000 2020,en,hello .@YouTube https://t.co/kX4KrVceg2,-1
1338456581504110592,Hello,skye⁷,Mon Dec 14 12:11:31 +0000 2020,en,@jkwitluv HELLO!,-1
1338456580770181123,Hello,Alex - Good at Tw1tt3r,Mon Dec 14 12:11:30 +0000 2020,en,"@Google Hello, I think you guys are down. 
Here's a gif of a cat to cheer you up.

Get well soon. &lt;3 https://t.co/HIPZvownys",-1
1338456580728250369,Hello,ᴮᴱ wille⁷,Mon Dec 14 12:11:30 +0000 2020,en,"RT @JhopeArab94: علقوا بـ:

Hello @dispatchsns,the cover picture you've chosen for your Facebook page doesn’t properly show j-hope, it only…",-1
1338456580455424006,Hello,PIKOPi,Mon Dec 14 12:11:30 +0000 2020,en,"@uN6OCihxCGxiPJL Hello !
OK ! Add to list!☺️",-1
1338456578182307840,Hello,Neo,Mon Dec 14 12:11:30 +0000 2020,en,@Auxyranny Hello you great fully friend,-1
1338456577322315776,Hello,ᴮᴱ ky⁷ 🌕,Mon Dec 14 12:11:30 +0000 2020,en,GMAIL HELLO?!! I NEED U FFS https://t.co/vnUiW4tn84,-1
1338456577007886338,Hello,J Fin,Mon Dec 14 12:11:29 +0000 2020,en,"@ki_young_ju @cryptoquant_com Hello Ki, I was interested in whether you predominantly use on chain analysis to make… https://t.co/1uw69J4hCb",-1
1338456576764612610,Hello,voyceless@200,Mon Dec 14 12:11:29 +0000 2020,en,"@BBCWorld hello!!!.
check this out.
https://t.co/supmcjPH3d",-1
1338456576680574979,Hello,Goddess | Stream Given-Taken | Vote for ENHYPEN,Mon Dec 14 12:11:29 +0000 2020,en,"RT @sunghoonwrId: hello engenes!! here's my take on a voting strategy, please tell me ur opinions about it.  i'll delete this if i have to…",-1
1338456574788964355,Hello,sumo♡sumi,Mon Dec 14 12:11:29 +0000 2020,en,YOUTUBE IS DOWN TOO??????? HELLO I WAS SUPPOSED TO WATCH STEPHANIE WHILE I EAT?????,-1
1338456574067572742,Hello,yangyang,Mon Dec 14 12:11:29 +0000 2020,en,@kalinaeyoo Karomi my mates hello! Sure i will take that and be a friend with you!,-1
1338456574025719808,Hello,𝓂𝑜𝓇𝒾𝒶𝓇𝓉𝓎,Mon Dec 14 12:11:29 +0000 2020,en,"RT @sherIockscript: [Day 1 of #12DaysOfSherlock: We would recognize that perfume anywhere. Say hello to our favorite assassin! Thank you, M…",-1
1338456573870448643,Hello,Krishan kumar,Mon Dec 14 12:11:29 +0000 2020,en,"Hello @YouTubeIndia I am not open my YouTube account 
Every time saw me error 503 
Please set this problem and plea… https://t.co/CS2qyI2Mqx",-1
1338458024692727808,Hello,AMIT KUMAR,Mon Dec 14 12:17:15 +0000 2020,en,"@SusanWojcicki Hello

I hope you are good

I want to know why YouTube server down from some time",-1
1338458024386699264,Hello,boss bell best boy,Mon Dec 14 12:17:15 +0000 2020,en,"if jongdae does a vlive and sings hello when he comes back, this is a formal promise that I will not survive",-1
1338458024298512384,Hello,leizy,Mon Dec 14 12:17:14 +0000 2020,en,omg why is this so accurate 😂😂😂😂 https://t.co/KxcyRagmFT,-1
1338458023778521088,Hello,Rafael,Mon Dec 14 12:17:14 +0000 2020,en,RT @GifsAnime_: Hello twitter o/ https://t.co/CGRA6ytn1e,-1
1338458023413469185,Hello,dani 🍙,Mon Dec 14 12:17:14 +0000 2020,en,"hello, i will delete tweets that contains priv qrts :( pls it's making me anxious and i would really appreciate it 🥺 that's all thank u :(",-1
1338458022213898246,Hello,Amira💎,Mon Dec 14 12:17:14 +0000 2020,en,"RT @Rubiholics_1: Hello guys

Some fans have started a small unplanned activity of 50k #FierceRubina

I request Rubiholics to participate i…",-1
1338458021467394048,Hello,Aimee 🌸,Mon Dec 14 12:17:14 +0000 2020,en,"RT @bridge2frdm_art: hello! my cards are once again telling me to do readings—comment an emoji or question below!
tips are welcome and appr…",-1
1338458021312286720,Hello,merry crisis,Mon Dec 14 12:17:14 +0000 2020,en,@CatCoIors HELLO ???????,-1
1338458020460826629,Hello,John,Mon Dec 14 12:17:14 +0000 2020,en,"Hello everyone, you want MASSAGE and SHAVING chat me on WhatsApp 
0563561986
#massage_in_riyadh 
#MassageInRiyadh… https://t.co/tXNBcoiiDU",-1
1338458020003647491,Hello,yaoiworm with no string (unleashed),Mon Dec 14 12:17:13 +0000 2020,en,what the hell dfo you MEAN i just grabbed a beer AND NOW youtube decided to go downm???? hello?? fuck off,-1
1338458019168915459,Hello,Neil Crump,Mon Dec 14 12:17:13 +0000 2020,en,Hello I am here now. https://t.co/m5jFGCv7yk,-1
1338458018300608516,Hello,rara,Mon Dec 14 12:17:13 +0000 2020,en,"Hello youtube, we have gose tonight go fix ur app asap",-1
1338458016463654917,Hello,2connors17/❈,Mon Dec 14 12:17:13 +0000 2020,en,"RT @mypridetxt: hello are we seeing how pretty and beautiful hueningkai is wow visual king 

@TXT_members @TXT_bighit https://t.co/JymcwbZp…",-1
1338458016446881792,Hello,alina ♡,Mon Dec 14 12:17:13 +0000 2020,en,@JUBILEELIINE hello,-1
1338458016287399939,Hello,WaluigiTakesParis,Mon Dec 14 12:17:13 +0000 2020,en,"RT @botherer: Hello extraordinarily lovely new followers! Now you've fallen into my trap, the only way out is to support Buried Treasure. T…",-1
1338460382319554563,Hello,ananya,Mon Dec 14 12:26:37 +0000 2020,en,@wilburhugs NO I HAVE EXAMS,-1
1338460381296144385,Hello,claire murray,Mon Dec 14 12:26:36 +0000 2020,en,@The_Lady_Sybil @HelloFreshUK You've summed up my feelings about Hello Fresh perfectly. Dinner has become both the… https://t.co/ixluaPPIk2,-1
1338460380788473856,Hello,Jopay Soliva,Mon Dec 14 12:26:36 +0000 2020,en,"RT @rhadz_: Hello?

The old PHP can't come to the phone right now... 

😅😅😅",-1
1338460380171997186,Hello,amris,Mon Dec 14 12:26:36 +0000 2020,en,RT @GodHanbin131: IOK Company announced new audition dates starting from Dec 17 until Mar 31 next year for their male idol group https://t.…,-1
1338460379689705472,Hello,stef⁷🌑,Mon Dec 14 12:26:36 +0000 2020,en,@diiminies hello! I have a question for you. you are welcome to answer or not of course. But as someone who is Gree… https://t.co/pXtivyOTxk,-1
1338460379094147072,Hello,Trevor Belmont Stan Account,Mon Dec 14 12:26:36 +0000 2020,en,RT @ClinicalKai: Hello @Arsenal 👋,-1
1338460378523725826,Hello,Ruiqi-g,Mon Dec 14 12:26:36 +0000 2020,en,",Hello,  Katherine, threw, his daughter, friendly https://t.co/Nahrj9e5Iu",-1
1338460377059749888,Hello,nara✿,Mon Dec 14 12:26:35 +0000 2020,en,"RT @settsuv: Hello, Im so confused anyone dislikes Kazunari and Subaru because of this? Please remember Seiyuu / actor ≠ Character. So you…",-1
1338460376115990530,Hello,Namrata Ganatra #HBD Baby🥳🥳🥳,Mon Dec 14 12:26:35 +0000 2020,en,RT @jyontika_: Hello #AbhiArmy We are planning to do an activity for #AbhinavShukla today. Your participant in this boost up our confidence…,-1
1338460375142916097,Hello,_फातिमा🌹🍁🌿4 k insta I'd fatimaanwar697,Mon Dec 14 12:26:35 +0000 2020,en,"RT @Dr_PK_lele: Hello guys follow and RT
@prof_shak
@theangel_4
@Shahnawaz_Ans
@wahhab97
@irfanrayeen_786
@FatmaKhatoonFa1
@Ahsanraza387
@S…",-1
1338460374547398657,Hello,ًyuri,Mon Dec 14 12:26:35 +0000 2020,en,@loonatheworld hello,-1
1338460374320906241,Hello,ᴮᴱNami💜it's taejincember2102⁷,Mon Dec 14 12:26:35 +0000 2020,en,@souljinniie hello there!!💜,-1
1338460374304100352,Hello,Mhichie ᴇɴ-⁷🌟~ENHYPEN DEBUT NOV. 30🌆,Mon Dec 14 12:26:35 +0000 2020,en,RT @leeheeseungstan: WHY DID I SEE THIS JUST NOW?! HELLO?!&amp;@% 🕳️🏃‍♀️ https://t.co/jBGJ1CA1hI,-1
1338460373217906689,Hello,💙♧AliceSikie💛빅톤 사랑해 빅톤 행복하자🦊🐶🦖🍓🐱🐣🐿️,Mon Dec 14 12:26:35 +0000 2020,en,RT @888KINGS_: WHY HELLO THERE SIRRRR 👀 https://t.co/fnsgrfXh8E,-1
1338460372924133376,Hello,Fïzawan,Mon Dec 14 12:26:34 +0000 2020,en,"RT @ko2w: “Hello, Mas Elon?”
“No, it’s Elon Musk.” https://t.co/2xcI2BSR93",-1
1338461014808006657,Hello,Rozay 🇬🇭🇲🇱,Mon Dec 14 12:29:07 +0000 2020,en,"@Adjie16077 Hello Mom, I know you are going through alot right now. But one thing is certain, NEVER LOST HOPE IN GO… https://t.co/rplS1rRCIH",-1
1338461013625204738,Hello,joao,Mon Dec 14 12:29:07 +0000 2020,en,"@TPLINK Hello, does the Deco M5 2 Pack replace the default router provided by the internet provider? Or does it connect to it? Thank you",-1
1338461011657932805,Hello,🇯🇵(●’∇’)♪🐝わんこ🐕️REI 𓆝𓆜𓆞𓆡 👁️ 👁️ 👁️,Mon Dec 14 12:29:07 +0000 2020,ja,"@aji_iwashi ニコ動
見れますね😃 https://t.co/BKkK9PX94u",-1
1338461010491891713,Hello,ᴮᴱkyra⁷ |semi ia 📚,Mon Dec 14 12:29:06 +0000 2020,en,"@YEST0G4Y hello hello, hello hello
tel me what you want right now",-1
1338461010240290817,Hello,🇯🇵(●’∇’)♪🐝わんこ🐕️REI 𓆝𓆜𓆞𓆡 👁️ 👁️ 👁️,Mon Dec 14 12:29:06 +0000 2020,ja,RT @aji_iwashi: YouTubeの新規制 https://t.co/i2OcqnBDb1 #sm37961519 #ニコニコ動画,-1
1338461009758064645,Hello,J.Johannes.M,Mon Dec 14 12:29:06 +0000 2020,en,"RT @kolean_mike: Hello Twitterworld 🙋🏼‍♂️
✌🏻....Everyone! https://t.co/Dn2SNez9HG",-1
1338461008604479488,Hello,`,Mon Dec 14 12:29:06 +0000 2020,tl,RT @BenAndBenMusic: hello po @YouTube baka naman.. #KathNielxBenAndBenxJMS #SSNHBmv,-1
1338461008466079745,Hello,ًicé,Mon Dec 14 12:29:06 +0000 2020,in,@woniclo hello hanaa,-1
1338461008336064512,Hello,메인트ㆍ𝑺𝑬𝑪𝑶 𝑫𝑰𝑬𝑫ㆍ메인트,Mon Dec 14 12:29:06 +0000 2020,ko,RT @dtwlfma: 개인 카페들은 줄줄이 폐업하는데 왜 대기업 아래에 있는 놀이공원은 닫지 않아? 어린이들은 학교를 못 나가는데 왜 대형 교회는 계속 예배를 드려야한다고 주장해? 왜 야근을 금지한다 말하지 않고 밤 시간대 지하철을 줄여버려? 개인…,-1
1338461007954411526,Hello,mia ⨟,Mon Dec 14 12:29:06 +0000 2020,en,"RT @thewongyuhoshdk: HELLO CARATS!!!! Round 2 of voting has already started in MU BEAT,, PLEASE DROP YOUR VOTES AND LETS SECURE OUR WIN.…",-1
1338461007098875904,Hello,wahoo,Mon Dec 14 12:29:06 +0000 2020,en,@FluffySakora Hello,-1
1338461006532665344,Hello,Chocolate_.anime 🇺🇸,Mon Dec 14 12:29:06 +0000 2020,en,RT @DarkGentlewoman: @rrbanks Hello Professor Banks. I love your book and recommend it to all of the Black women in  my circle. A breath of…,-1
1338461005681221634,Hello,Gustav,Mon Dec 14 12:29:05 +0000 2020,en,@DNPthree Hello,-1
1338461004670242818,Hello,Sakhawat Hosen,Mon Dec 14 12:29:05 +0000 2020,en,"@ameyaw112 Hello,I'm Sakhawat.
I’m Professional Web &amp; Front Designer,I will create a beautiful attractive Web &amp; Lan… https://t.co/RTQjdNqCVu",-1
1338461001721626624,Hello,Carrots♡Drea,Mon Dec 14 12:29:04 +0000 2020,en,@mblackwellmusic hello :3,-1
1338461083372236800,Hello,julia 🖤 is listening to evermore,Mon Dec 14 12:29:24 +0000 2020,en,hello lgbtq+ community https://t.co/H8nM17y3kt,-1
1338461082986315777,Hello,rubynini1996,Mon Dec 14 12:29:24 +0000 2020,en,"RT @13chnwar: emmm... hello?

#JENNIE #제니 #ROSÉ #로제 @BLACKPINK 
https://t.co/z1Yye4U6LF",-1
1338461082772332546,Hello,⁰²,Mon Dec 14 12:29:24 +0000 2020,en,"RT @SuperStarSM_twt: Hello, 
This is SuperStar SMTOWN.

Currently, login is not available in connection with Google account.

The issue has…",-1
1338461082369761280,Hello,⁷ taehyung's sternocleidomastoid muscle,Mon Dec 14 12:29:24 +0000 2020,en,@hobisfairie HELLO,-1
1338461081090498561,Hello,Astuti Open Cilegon,Mon Dec 14 12:29:23 +0000 2020,en,Hello https://t.co/UuSd2k5Jz5,-1
1338461079190470656,Hello,&,Mon Dec 14 12:29:23 +0000 2020,en,RT @kimjenknee: OH MY GOD HELLO PARK SOOYOUNG!!!! 💚 https://t.co/p2Z4eToUo3,-1
1338461078091526145,Hello,Pannaga H G,Mon Dec 14 12:29:23 +0000 2020,en,"RT @LikhithR22: 2020 Be like :- Hello YouTubers..😎

#Youtube #YouTubeDOWN",-1
1338461077621809153,Hello,hazzellatte,Mon Dec 14 12:29:22 +0000 2020,en,"@kittytamasings hello, my commissions are open
https://t.co/fxZeh1LY2I",-1
1338461076493533188,Hello,Sofiqul Islam Davil,Mon Dec 14 12:29:22 +0000 2020,en,@ALISHAMARIE Hello,-1
1338461075927310337,Hello,Heejin.,Mon Dec 14 12:29:22 +0000 2020,en,@selfolconvo Hello there foxie 🥺,-1
1338461075373580289,Hello,Sakhawat Hosen,Mon Dec 14 12:29:22 +0000 2020,en,"@kamalranivarun Hello,I'm Sakhawat.
I’m Professional Web &amp; Front Designer,I will create a beautiful attractive Web… https://t.co/faGOqfdhjA",-1
1338461075218427904,Hello,ㅣจูนนีเพอร์​ ✨🍑ㅣ,Mon Dec 14 12:29:22 +0000 2020,en,RT @DRIPPIN7INFO: Hello 👋🏻 I'm sorry for didn't update any Drippin information 🙏🏻 I need to isolating myself until the symptoms get better…,-1
1338461073775575042,Hello,Chongtham Rajiv,Mon Dec 14 12:29:22 +0000 2020,en,@DTDCIndia Hello please deliver the above item,-1
1338461072408236040,Hello,𝔍𝔞𝔰𝔪𝔦𝔫𝔢⁷卌,Mon Dec 14 12:29:21 +0000 2020,en,@chicchenle @GoldTaejin12 hello my fav taejin account 👉👈🥺,-1
