"ID","REQ","AUTHOR","DATE","LANG","MSG","SCORE"
1338232492931899397,COVID,Denaja J.,Sun Dec 13 21:21:04 +0000 2020,en,RT @askeletonheart: @lottidot @AmazonianKween_ @eri_rozay @iChanelJ @simplyshakeila_ @DeeLaSheeArt @IndiaDionna Girl listening to the unive…,-1
1338232492315308033,COVID,GH0STMERC,Sun Dec 13 21:21:03 +0000 2020,en,@ADistortedPer @IAmNOTSteveNash @SpockResists @realDonaldTrump I said trump took a good eco from Obama and took it… https://t.co/mp1Nr7AXch,-1
1338232492269002752,COVID,☁☀️B/L/M Wear Masks☀️☁,Sun Dec 13 21:21:03 +0000 2020,en,RT @soFISHtication: Friendly reminder as we roll into the New Year soon: just because 2020 is almost over does NOT mean COVID is! Please co…,-1
1338232492197875715,COVID,space princess 🪐,Sun Dec 13 21:21:03 +0000 2020,en,Just found out my hometown has been ranked the 10th worst city in the country for covid cases. I wish I was surprised,-1
1338232491199631365,COVID,Popas Digital Agency,Sun Dec 13 21:21:03 +0000 2020,en,"RT @Yanky_Pollak: If you got a COVID fine please visit https://t.co/9MjpXyZv28 

If you have a business that was shut down due to Governmen…",-1
1338232490050408450,COVID,Mr. Nuzum,Sun Dec 13 21:21:03 +0000 2020,en,"RT @AdamNewshound12: It's become one of the most gripping storylines of SC's pandemic response: How safe is it for classrooms be open, and…",-1
1338232490008436737,COVID,RoseWallace @Lollybrock,Sun Dec 13 21:21:03 +0000 2020,en,"RT @kylegriffin1: Sen. Coons to NBC: ""The fact that, 9 months later, we don't have a next round of COVID relief is something I personally a…",-1
1338232489916182539,COVID,Peon Glory,Sun Dec 13 21:21:03 +0000 2020,en,"RT @abirballan: The world went into lockdown based on a fear of rising cases, asymptomatic transmission, widespread susceptibility, lack of…",-1
1338232489312215045,COVID,Indivisible Philadelphia,Sun Dec 13 21:21:03 +0000 2020,en,RT @RepKatiePorter: Everyone at the negotiating table—including Senate Rs—has agreed to a compromise. Except one. Mitch McConnell is refusi…,-1
1338232489249284098,COVID,Khrissy Choate 3️⃣8️⃣ days!,Sun Dec 13 21:21:03 +0000 2020,en,RT @KentuckyReside2: @senatemajldr Did you try to slip in a liability clause so service members cannot seek restitution if they suffer illn…,-1
1338232489098227712,COVID,Phyllis Forbes,Sun Dec 13 21:21:03 +0000 2020,en,"RT @davidfrum: Back in April, I wrote that the undeclared true Trump COVID strategy was “take the punch” - let the disease rip in hope of r…",-1
1338232488322273282,COVID,nasirafaheem,Sun Dec 13 21:21:03 +0000 2020,en,RT @principalbcss: Breakfast club continues during COVID ⁦@BCSSbasketball⁩ ⁦@bcssbucks⁩ ⁦@BCSS116⁩ ⁦@ZontaBCSS⁩ ⁦@MlleSpez⁩ ⁦@MmePatel⁩ ⁦@b…,-1
1338233753173454851,COVID,Diane Verhoest,Sun Dec 13 21:26:04 +0000 2020,en,@GovRonDeSantis @FLCaseyDeSantis @ChrisSprowls Except when you keep endangering them with the laissez-faire attitud… https://t.co/QN7IR1GPqG,-1
1338233751420227584,COVID,Emmanuel Roy,Sun Dec 13 21:26:04 +0000 2020,en,"RT @InterBang: So flip-flop Fauci criticizes the UK for rushed approval, but unlike the UK, he gives the go-ahead to start testing the vacc…",-1
1338233750921113608,COVID,Oamaam,Sun Dec 13 21:26:04 +0000 2020,en,"@gregkellyusa Things that make you think, like the SP Barracks visitor park lot packed till late last night, on a S… https://t.co/doZq1GpDYS",-1
1338233747838173184,COVID,Miche Priest🤓,Sun Dec 13 21:26:03 +0000 2020,en,My MIL went to @FedEx to mail stocking stuffers. She was told she couldn’t ship @Starbucks gift cards due to money… https://t.co/zkjuXTqLWd,-1
1338233747754389504,COVID,Rik Bartholomew,Sun Dec 13 21:26:03 +0000 2020,en,"@MervynMj1 @TheFreds I’ve personally carried on as normal throughout, along with other places all over, working in… https://t.co/DwDEvR6xAH",-1
1338233747745853441,COVID,Dawn Hunting,Sun Dec 13 21:26:03 +0000 2020,en,"RT @kylegriffin1: Sen. Coons to NBC: ""The fact that, 9 months later, we don't have a next round of COVID relief is something I personally a…",-1
1338233746164764672,COVID,Addie,Sun Dec 13 21:26:02 +0000 2020,en,@genesimmons Is he another one that think COVID-19 is a hoax? What doe he expect all the dead people to pop out and say April fools? Idiot!,-1
1338233745971834881,COVID,Frank Edoho,Sun Dec 13 21:26:02 +0000 2020,en,RT @IkSlimatic: @frankedoho Arsenal's performance can give covid- 19 so its better to protect the eyes. What the doctors failed to tell us…,-1
1338233745669726208,COVID,Bryn,Sun Dec 13 21:26:02 +0000 2020,en,My parents might have Covid check 😍👍🏼🤩,-1
1338233743849496577,COVID,Elizabeth Higgins,Sun Dec 13 21:26:02 +0000 2020,en,"RT @kylegriffin1: Sen. Coons to NBC: ""The fact that, 9 months later, we don't have a next round of COVID relief is something I personally a…",-1
1338233743438442498,COVID,Gavin Roberts,Sun Dec 13 21:26:02 +0000 2020,en,"RT @ChrisMcEleny: More evidence that we are wrong to follow the 5 day Christmas Covid risk policy of the UK

We will have 25k new cases in…",-1
1338233743375523840,COVID,Truth First - Lanka,Sun Dec 13 21:26:02 +0000 2020,en,"RT @SenKamalaHarris: Californians and people across the nation are facing record numbers of COVID-19 cases, overwhelming health care worker…",-1
1338233742851182593,COVID,Ian Book Fan Club,Sun Dec 13 21:26:02 +0000 2020,en,RT @IAmJamesStewart: Are you going to take the COVID-19 vaccine?,-1
1338233742738018307,COVID,AmandaRipsam,Sun Dec 13 21:26:02 +0000 2020,en,"RT @Reuters: Ten months and more than 1.5 million global COVID-19 deaths later, nurses and doctors continue to risk their lives every day.…",-1
1338233742314377219,COVID,Irene DN,Sun Dec 13 21:26:02 +0000 2020,en,"@chantelle4u I know someone who has had malaria and covid, she says you can’t compare the two. The fever, headache… https://t.co/7pRsZ9BJrs",-1
1338236232803999745,COVID,juan santacruz,Sun Dec 13 21:35:55 +0000 2020,en,RT @MeidasTouch: It’s Day 3 of the #VoteYourRaise tour and today @NavyBizVet is in Augusta! We will be spreading a simple message to voters…,-1
1338236232564928520,COVID,Jessy 🇧🇮,Sun Dec 13 21:35:55 +0000 2020,en,RT @xogabbyelle: “I can’t believe I am saying this... I tested positive for COVID” https://t.co/mFD1rmIEyD,-1
1338236232149721088,COVID,Patty Pullias,Sun Dec 13 21:35:55 +0000 2020,en,RT @rachelstoo: Look Whats In Your COVID-19 Vaccine! https://t.co/JepuUJD0qC,-1
1338236231419879429,COVID,Ruckus Henry,Sun Dec 13 21:35:55 +0000 2020,en,"RT @MojiDelanoBlog: #FreeOmahLay #FreeTems: COVID-19: Why We Arrested Omah Lay, Tems – Uganda Police Releases Official Statement
https://t.…",-1
1338236230811717635,COVID,Carl Evans,Sun Dec 13 21:35:55 +0000 2020,en,RT @PeterKGeoghegan: Johnson was set to lockdown in mid-September until Sunak invited lockdown sceptic scientists Gupta and Heneghan to spe…,-1
1338236230694293505,COVID,ƊЄƁ for Biden/Harris,Sun Dec 13 21:35:55 +0000 2020,en,RT @banksta62: @Lancegooden @realDonaldTrump Uh no dude. He didn’t. He spent the last 4 years lining his pockets with our money and making…,-1
1338236230627172360,COVID,Royce Hammer (Fuck cops),Sun Dec 13 21:35:55 +0000 2020,en,RT @JustinWhang: When the Covid vaccine hits https://t.co/PBCimioAix,-1
1338236230572584961,COVID,#TexasRedGuy,Sun Dec 13 21:35:55 +0000 2020,en,"RT @lyne_ian: @JoeBiden Everything related to Covid . . 

“Cases”, social distancing, lockdowns, mask mandates, even “Covid deaths"" 

ALL p…",-1
1338236230522159104,COVID,Jack Randall,Sun Dec 13 21:35:55 +0000 2020,en,@justinamash Bernie Sanders Admits Democrats Purposefully Blocked Covid Relief Legislation https://t.co/BPikunt3bQ,-1
1338236230367129602,COVID,Sadie Jones,Sun Dec 13 21:35:55 +0000 2020,en,RT @AlyciaTyre: I’m just ready for covid to be gone. Like go the fuck away and be gone forever and never come back.,-1
1338236230027231233,COVID,Smirk Dr.,Sun Dec 13 21:35:55 +0000 2020,en,"RT @BrandiKruse: If the government can find creative ways for people to have sex during COVID-19, it can find creative ways for people to d…",-1
1338236229423222785,COVID,🦆,Sun Dec 13 21:35:54 +0000 2020,en,"RT @mint_manee: Announcing from #BMMF11 #bigmountain2020 

""Thank you our friends to be together for 11 years. Today, we did our best and t…",-1
1338236229368864770,COVID,Barbados Today,Sun Dec 13 21:35:54 +0000 2020,en,REGIONAL: Cluster of 26 COVID-19 cases at Sandals Grenada - https://t.co/mit5RcDpf3 https://t.co/73oYYnGh6y,-1
1338236229138206722,COVID,Concerned of Bristol,Sun Dec 13 21:35:54 +0000 2020,en,"RT @DrDomPimenta: This is a damning and spine tingling account of the last few months and it’s hard to read, but I’d urge you to read every…",-1
1338236228991414274,COVID,Snow Angel,Sun Dec 13 21:35:54 +0000 2020,en,"RT @TIME: ""2021 is going to be catastrophic."" For the director of the World Food Programme, winning the Nobel Peace Prize is no cause for c…",-1
1338237499907452929,COVID,Gordon Hamilton,Sun Dec 13 21:40:57 +0000 2020,en,"RT @Stat_O_Guy: So today.. the Lockdowner in Chief was caught flouting the Covid Mask law.

One rule for you and one rule for rich Piers!…",-1
1338237499617980421,COVID,Dunner57,Sun Dec 13 21:40:57 +0000 2020,en,"RT @CJ_isnowblue: It’s bad enough that Kelly &amp; Perdue sold off stocks based on insider knowledge of Covid..

The Sick part— they then bough…",-1
1338237497659301888,COVID,Christopher Wright,Sun Dec 13 21:40:57 +0000 2020,en,@anniekarni @maggieNYT Typical being it's from the Trump administration. After the relentless COVID-19 storm which… https://t.co/IsvvewgPeR,-1
1338237497621397505,COVID,dlh,Sun Dec 13 21:40:57 +0000 2020,en,"RT @howmanybeds: Per State of CA data, on Nov 12 there were 3,399 COVID positive patients in hospitals (not just ICUs - also people not nee…",-1
1338237497537687557,COVID,Nkanyiso Ngqulunga,Sun Dec 13 21:40:57 +0000 2020,en,RT @ianmSC: One of the most bizarre aspects of the Covid “expert” class is that a software engineer with a high school diploma &amp; no medical…,-1
1338237496547655680,COVID,alex :),Sun Dec 13 21:40:57 +0000 2020,en,"RT @RealMattTomo: “covid won’t last that long”

covid: https://t.co/N4HQD4Z0ZH",-1
1338237496438661121,COVID,Bart Taliaferro 🇺🇸 🐘,Sun Dec 13 21:40:57 +0000 2020,en,"@ScottAdamsSays Further addendum: I was searching only for ""coronavirus"", but there are studies that don't use that… https://t.co/ydtKqKBQIH",-1
1338237496392437760,COVID,KennT,Sun Dec 13 21:40:57 +0000 2020,en,"The COVID-19 vaccine has to stay ice-cold, so it's being shipped in retrofitted tuna freezers https://t.co/RzUVppEf9J via @Yahoo",-1
1338237495935266816,COVID,"Tom Varghese Jr. MD, MS, FACS 🇺🇸",Sun Dec 13 21:40:56 +0000 2020,en,"RT @RobertGehrke: Here's the Sunday Covid update: 
🌡 2,083 new cases,  233,904 total
😔 17 new deaths, 1,055 total
🏥 548 currently hospitali…",-1
1338237494983274497,COVID,Mary,Sun Dec 13 21:40:56 +0000 2020,en,"RT @JoeBiden: We’re in the teeth of the COVID-19 crisis right now, and this nation needs presidential leadership.

Leadership that is willi…",-1
1338237494920437764,COVID,bostintime.😪,Sun Dec 13 21:40:56 +0000 2020,en,The Great Covid Hoax 👇👇👇 https://t.co/P6mkpDQQ36,-1
1338237494769274880,COVID,Curtis Bracher,Sun Dec 13 21:40:56 +0000 2020,en,"RT @kylegriffin1: Sen. Coons to NBC: ""The fact that, 9 months later, we don't have a next round of COVID relief is something I personally a…",-1
1338237493959921666,COVID,Lisa JOLY,Sun Dec 13 21:40:56 +0000 2020,en,@guardian 90% of news about covid and trump,-1
1338237493813137408,COVID,Andrew Harrison,Sun Dec 13 21:40:56 +0000 2020,en,"RT @NBCNews: People cheer as trucks carrying the first shipment of the Covid-19 vaccine, which is being escorted by the US Marshals Service…",-1
1338237493657837569,COVID,antoynette✨,Sun Dec 13 21:40:56 +0000 2020,en,RT @berylljadee: i miss life without covid,-1
1338237775196381190,COVID,Rabbiya Khan,Sun Dec 13 21:42:03 +0000 2020,en,"RT @WinterOakPress: Disturbing news from authoritarian Macronist France.

Jean-Bernard Fourtillan, a French retired university professor kn…",-1
1338237774848114689,COVID,WUaSPress,Sun Dec 13 21:42:03 +0000 2020,en,"RT @HarbinBook: A goal of the #covid19 pandemic achieved? ""First trucks carrying the COVID-19 vaccine in the US have left the Pfizer facili…",-1
1338237774365921285,COVID,Amy 🇺🇸🙏🐸,Sun Dec 13 21:42:03 +0000 2020,en,"RT @Liz_Wheeler: Here are the latest reports about COVID-19 that public health officials, politicians, and the mainstream media won't share…",-1
1338237773564657664,COVID,Marco 8a,Sun Dec 13 21:42:03 +0000 2020,en,RT @sharonperez__: if u eat jack in the box tacos don’t worry about what’s in the covid vaccine,-1
1338237773334138882,COVID,Belle7,Sun Dec 13 21:42:03 +0000 2020,en,"RT @AndrewFeinberg: This is disgraceful and disgusting. 

https://t.co/YybaSB1dRU",-1
1338237773032067074,COVID,Bayo onanuga,Sun Dec 13 21:42:03 +0000 2020,en,"It seems as if the second wave of COVID-19 is deadlier than the first, with the way it is spreading like bushfire.… https://t.co/slrARBJNBf",-1
1338237773002633216,COVID,NGP Next-GenPatriots,Sun Dec 13 21:42:02 +0000 2020,en,"RT @starsandstripes: Archive photo of the day |  In 1993 Charley Pride was invited to join the Grand Ole Opry, and in 2000 he became the Co…",-1
1338237772914520065,COVID,nat.,Sun Dec 13 21:42:02 +0000 2020,en,RT @teddylake: Fact: COVID-19 has killed more people in America than there are students in the entire UC system. Imagine every student at B…,-1
1338237772881080325,COVID,Mark Taliano,Sun Dec 13 21:42:02 +0000 2020,en,"RT @VanessaBeeley: ""companies like TicketMaster plan to require proof of immunity or a negative covid test to attend concerts in Los Angele…",-1
1338237771744305153,COVID,EvangelinesNana,Sun Dec 13 21:42:02 +0000 2020,en,RT @MeidasTouch: It’s Day 3 of the #VoteYourRaise tour and today @NavyBizVet is in Augusta! We will be spreading a simple message to voters…,-1
1338237771220193281,COVID,ldec,Sun Dec 13 21:42:02 +0000 2020,en,RT @CongressmanRaja: Essential workers deserve our greatest admiration and respect for the job they’ve done during this pandemic. I thank h…,-1
1338237771144630273,COVID,Greg Gadren,Sun Dec 13 21:42:02 +0000 2020,en,"RT @jbarro: I mean, “WH staffer” does seem like one of the occupations with the highest risk of getting COVID and spreading it to others.",-1
1338237770376962048,COVID,Scott McArthur,Sun Dec 13 21:42:02 +0000 2020,en,"RT @anniekarni: News — WH staffers are getting vaccinated. https://t.co/XWVokaaIXx 

w/@maggieNYT",-1
1338237770314084354,COVID,BalaHariharan11,Sun Dec 13 21:42:02 +0000 2020,en,RT @wef: Three lessons from our immune systems on fighting COVID-19  @eraneden https://t.co/aaHbE0AMjz https://t.co/i4VsWyDbr6,-1
1338237770054029312,COVID,swissbusiness,Sun Dec 13 21:42:02 +0000 2020,en,"Ashanti tests positive for Covid-19, leading Verzuz to postpone her battle with Keyshia Cole https://t.co/Fh1mBlJgum",-1
1338240640539385856,COVID,Patricia Scott,Sun Dec 13 21:53:26 +0000 2020,en,"RT @danpfeiffer: The White House: COVID is a hoax and masks don't work, but also give us the vaccine right fucking now!",-1
1338240640237318146,COVID,kabraska,Sun Dec 13 21:53:26 +0000 2020,en,"RT @danpfeiffer: The White House: COVID is a hoax and masks don't work, but also give us the vaccine right fucking now!",-1
1338240639213957120,COVID,TM298™,Sun Dec 13 21:53:26 +0000 2020,en,RT @AvataryayaTV: if you eat the McRib don’t worry about what’s in the covid vaccine,-1
1338240639100743681,COVID,Rachel Anne Bach,Sun Dec 13 21:53:26 +0000 2020,en,"RT @danpfeiffer: The White House: COVID is a hoax and masks don't work, but also give us the vaccine right fucking now! https://t.co/9Fvwik…",-1
1338240638408593421,COVID,James Ladbroke - On Parler: @jamesladbroke,Sun Dec 13 21:53:26 +0000 2020,en,"@paulaconnelly79 @JamesMelville Actually, there have been numerous studies that show that what lockdowns do best is… https://t.co/R5PHkPesFf",-1
1338240637800308736,COVID,LuziaM,Sun Dec 13 21:53:26 +0000 2020,en,RT @chefjoseandres: .@vivek_murthy @RWalensky is great to see leadership even before they get to @WhiteHouse if we let Health leaders speak…,-1
1338240637666287618,COVID,Angel Mabel 1976 V2.0 * I Voted For Joe *,Sun Dec 13 21:53:25 +0000 2020,en,"RT @JoshuaPotash: White House staffers getting vaccines first after pretending the virus doesn’t exist, and letting the entire country get…",-1
1338240635912896513,COVID,Theo Mackie,Sun Dec 13 21:53:25 +0000 2020,en,Juwan says COVID has made him afraid to even open a text or answer a call from his training staff,-1
1338240635724292096,COVID,Yesmin Escalante,Sun Dec 13 21:53:25 +0000 2020,en,"RT @maduro_en: #EnVivo | Working day to present a balance of the fight against Covid-19, in the context of a happy and safe Christmas. #Dis…",-1
1338240635690774528,COVID,Ben Coil,Sun Dec 13 21:53:25 +0000 2020,en,"RT @danpfeiffer: The White House: COVID is a hoax and masks don't work, but also give us the vaccine right fucking now!",-1
1338240634864406528,COVID,AmaranthaCrane,Sun Dec 13 21:53:25 +0000 2020,en,"RT @JoeBiden: We’re in the teeth of the COVID-19 crisis right now, and this nation needs presidential leadership.

Leadership that is willi…",-1
1338240634331729925,COVID,Michael Mullin,Sun Dec 13 21:53:25 +0000 2020,en,"RT @BanksPatriot: Why does #MoscowMitch want his murderous and license to kill corporate liability shields as @RepKatiePorter has noted?

B…",-1
1338240634063294465,COVID,Rebecca 👩🏻‍💻💅🏻,Sun Dec 13 21:53:25 +0000 2020,en,"RT @F1: It wasn't an easy final race for @LewisHamilton 😓

#AbuDhabiGP 🇦🇪 #F1

https://t.co/i6xc49qZ1o",-1
1338240633585213441,COVID,Laura,Sun Dec 13 21:53:25 +0000 2020,en,RT @maiamimi: It took @senatemajldr McConnell &amp; @SenateGOP 38 days to replace RGB on SCOTUS. It's been 262 days since the Senate voted on a…,-1
1338240633329205248,COVID,J. Getting Even #impeachThePredator,Sun Dec 13 21:53:24 +0000 2020,en,"RT @JoshuaPotash: White House staffers getting vaccines first after pretending the virus doesn’t exist, and letting the entire country get…",-1
1338455672183263234,COVID,Lädy Ä,Mon Dec 14 12:07:54 +0000 2020,en,"RT @FacesOfCOVID: SANDRA YUHAS, 81 of Doylestown, Pennsylvania died of COVID on Dec. 10.

""She expressed love purely &amp; was so kind. She lov…",-1
1338455671700852736,COVID,Laura Giuliano,Mon Dec 14 12:07:54 +0000 2020,en,@businessinsider @stokel 90% of news about covid and trump,-1
1338455670434263047,COVID,PissedOffLawyer,Mon Dec 14 12:07:53 +0000 2020,en,"@chadewarner @john_lewis54 @denidarcel @EWErickson For the 10th time, the retractiom statement explains the reasons… https://t.co/4khkegvE9O",-1
1338455670333562883,COVID,knotofminds,Mon Dec 14 12:07:53 +0000 2020,en,"Anyways, I love reading story books.... and I wouldn't mind reading one where covid 19 vaccines causes everyone to… https://t.co/lCt1g5xh3c",-1
